Honda,Pilot,2013,01810,Faculty Full-Time 
Honda,Civic,2009,01810,Staff-Exempt FT   
Honda,Civic,2006,01810,Faculty Full-Time 
Hyundai,Elantra,2000,01810,Faculty Part-time 
Subaru,Impreza,2012,01810,Faculty Part-time 
Toyota,RAV-4,2007,01810,Faculty Part-time 
Acura,TLX,2016,01810,Faculty Part-time 
Volvo,S80,2013,01810,Faculty Part-time 
Subaru,Impreza,2013,01810,Faculty Full-Time 
Toyota,Camry,2013,01810,Faculty Part-time 
Toyota,Camry,2011,01821,Staff-NonExempt FT
Nissan,Sentra,2009,01821,Staff-Exempt FT   
GMC,Sierra,2012,01821,Staff-Exempt FT   
Hyundai,Sonata,2013,01821,Staff-Exempt FT   
Ford,F-150,2004,01821,Staff-Exempt FT   
Subaru,XV Crosstrek,2016,01821,Staff-Exempt FT   
Chevrolet,Silverado,2014,01821,Faculty Non-Comp  
Nissan,Frontier,2012,01821,Staff-Exempt FT   
Kia,Optima,2012,01821,Staff-Exempt FT   
Chevrolet,Colorado,2008,01821,Staff-NonExempt FT
Harley-Davidson,Motorcycle,2015,01821,Staff-Exempt FT   
Jeep,Wrangler,2014,01821,Staff-NonExempt PT
Toyota,RAV-4,2014,01821,Staff-NonExempt FT
Volkswagen,GTI,2016,01821,Staff-NonExempt PT
Toyota,Camry,2007,01824,Staff-Exempt FT   
Subaru,Legacy,2017,01824,Staff-Exempt FT   
Nissan,Altima,2011,01824,Faculty Full-Time 
Kia,Optima,2009,01824,Staff-NonExempt FT
BMW,X1,2015,01824,Staff-NonComp     
Chevrolet,Silverado,2013,01824,Staff-NonExempt FT
Mitsubishi,Outlander,2009,01826,Staff-NonExempt FT
Ford,Focus,2015,01832,Staff-NonExempt FT
Jeep,Renegade,2016,01832,Staff-Exempt FT   
Honda,Accord,2016,01832,Staff-NonExempt FT
Ford,F-150,2014,01832,Staff-NonExempt FT
Toyota,Camry,1999,01833,Staff-Exempt FT   
Honda,Civic,2006,01833,Staff-Exempt FT   
Jeep,Cherokee,2015,01833,Staff-Exempt FT   
BMW,3-Series,2009,01833,Faculty Full-Time 
Toyota,Prius,2013,01835,Faculty Full-Time 
Nissan,Rogue,2010,01841,Staff-NonExempt FT
Toyota,Tundra,2003,01843,Staff-Exempt FT   
Ford,Escape,2007,01844,Staff-NonExempt FT
BMW,X3,2013,01844,Faculty Full-Time 
Buick,Le Sabre,2002,01844,Staff-NonExempt FT
Mercedes Benz,E-Class,2011,01844,Staff-Exempt FT   
Chevrolet,Cruze,2011,01844,Staff-NonExempt FT
Honda,Civic,2008,01844,Staff-Exempt FT   
Toyota,Camry,2006,01844,Staff-Exempt FT   
Chevrolet,Impala,2010,01844,Faculty Part-time 
Toyota,RAV-4,2013,01844,Staff-NonExempt FT
Ford,Fusion,2011,01844,Faculty Part-time 
Nissan,Titan,2006,01844,Staff-NonExempt FT
Nissan,Quest,2015,01844,Staff-NonExempt FT
Subaru,Legacy,2014,01845,Staff-Exempt FT   
Honda,Civic,2012,01845,Faculty Full-Time 
Mercedes Benz,GLK-Class,2012,01845,Staff-NonExempt FT
Nissan,Rogue,2014,01845,Staff-Exempt FT   
Subaru,Outback,2015,01845,Staff-NonExempt FT
Volkswagen,Jetta,2011,01845,Staff-Exempt FT   
Toyota,Camry,2005,01845,Faculty Full-Time 
Toyota,Highlander,2004,01845,Faculty Part-time 
Saab,42981,2006,01845,Staff-Exempt FT   
Jeep,Grand Cherokee,2014,01845,Staff-Exempt FT   
Lexus,RX-Series,2008,01845,Faculty Part-time 
BMW,5-Series,2004,01845,Faculty Part-time 
Honda,Civic,2004,01850,Staff-Exempt FT   
Chevrolet,Corvette,2000,01850,Staff-NonExempt FT
Toyota,RAV-4,2002,01850,Staff-Exempt FT   
BMW,3-Series,2016,01851,Staff-Exempt FT   
Mercedes Benz,GLA-Class,2015,01851,Staff-Exempt FT   
Nissan,Frontier,2012,01851,Staff-NonExempt FT
Volvo,C70,2011,01851,Faculty Part-time 
Honda,Civic,2008,01852,Staff-Exempt FT   
Honda,Civic,1999,01852,Staff-NonExempt FT
Infiniti,FX-Series,2004,01852,Staff-Exempt FT   
Ford,Expedition,2004,01852,Staff-NonExempt FT
Mitsubishi,Lancer,2010,01854,Staff-Exempt FT   
Lexus,ES-Series,2011,01854,Faculty Full-Time 
Ford,Taurus,2006,01854,Staff-Exempt FT   
Volvo,S60,2005,01860,Staff-NonExempt PT
Ford,Escape,2013,01862,Staff-Exempt FT   
Honda,Accord,2014,01862,Staff-Exempt FT   
Nissan,Versa,2009,01862,Staff-Exempt FT   
Toyota,Tacoma,2008,01862,Staff-NonExempt FT
Honda,CR-V,2003,01864,Staff-Exempt FT   
Dodge,Durango,2016,01864,Staff-Exempt PT   
Jeep,Wrangler,2007,01864,Staff-Exempt FT   
Nissan,Rogue,2015,01864,Staff-Exempt FT   
Nissan,Altima,2016,01864,Staff-Exempt FT   
BMW,3-Series,2011,01864,Faculty Full-Time 
Ford,Escape,2011,01864,Faculty Full-Time 
Honda,CR-V,2013,01864,Staff-Exempt FT   
Audi,Q5,2011,01864,Faculty Full-Time 
Subaru,XV Crosstrek,2013,01864,Faculty Part-time 
Audi,Q7,2014,01864,Faculty Part-time 
Toyota,RAV-4,2012,01864,Staff-NonExempt FT
Subaru,Forester,2016,01867,Staff-Exempt FT   
Toyota,Yaris,2012,01867,Staff-Exempt FT   
Nissan,Altima,2007,01867,Staff-Exempt FT   
Toyota,Highlander,2016,01867,Staff-Exempt FT   
